LeMond Revolution,FW 0.31,HW 1.0,STN,220509,8:25,,,
0:24:09,34.2,13.3,150,0,95,237,15,0
0:24:10,34.2,13.3,150,0,95,237,15,0
0:24:11,34.2,13.3,150,0,95,237,15,0
0:24:12,34.2,13.3,150,0,95,237,15,0
0:24:13,34.2,13.3,150,0,95,238,15,0
0:24:14,34.2,13.3,150,0,95,238,15,0
0:24:15,34.2,13.4,150,0,95,238,15,0
0:24:16,34.2,13.4,150,0,95,238,15,0
0:24:17,34.2,13.4,150,0,95,238,15,0
0:24:18,34.2,13.4,150,0,95,239,15,0
0:24:19,34.2,13.4,150,0,95,239,15,0
0:24:20,34.2,13.4,150,0,95,239,15,0
0:24:21,34.2,13.4,150,0,95,239,15,0
0:24:22,34.2,13.4,150,0,95,239,15,0
0:24:23,34.2,13.4,150,0,95,239,15,0
0:24:24,34.2,13.4,150,0,95,240,15,0
0:24:25,34.2,13.5,150,0,95,240,15,0
0:24:26,34.2,13.5,150,0,95,240,15,0
0:24:27,34.2,13.5,150,0,95,240,15,0
0:24:28,34.6,13.5,150,0,96,240,14,0
0:24:29,34.2,13.5,150,0,95,240,15,0
0:24:30,34.2,13.5,150,0,95,241,15,0
0:24:31,34.2,13.5,150,0,95,241,15,0
0:24:32,34.2,13.5,150,0,95,241,15,0
0:24:33,34.2,13.5,150,0,95,241,15,0
0:24:34,34.2,13.5,150,0,95,241,15,0
0:24:35,33.8,13.5,150,0,94,241,15,0
0:24:36,33.8,13.6,150,0,94,242,15,0
0:24:37,34.2,13.6,150,0,95,242,15,0
0:24:38,34.2,13.6,150,0,95,242,15,0
0:24:39,34.2,13.6,150,0,95,242,15,0
0:24:40,34.2,13.6,150,0,95,242,15,0
0:24:41,34.2,13.6,150,0,95,243,15,0
0:24:42,34.2,13.6,150,0,95,243,15,0
0:24:43,34.2,13.6,150,0,95,243,15,0
0:24:44,34.2,13.6,150,0,95,243,15,0
0:24:45,34.2,13.6,150,0,95,243,15,0
0:24:46,13,13.6,150,0,36,243,39,0
0:24:47,26.6,13.7,150,0,74,244,19,0
0:24:48,32,13.7,150,0,89,244,16,0
0:24:49,40,13.7,150,0,111,244,12,0
0:24:50,40,13.7,150,0,111,244,12,0
0:24:51,39.2,13.7,150,0,109,244,13,0
0:24:52,38.5,13.7,150,0,107,244,13,0
0:24:53,37.8,13.7,150,0,105,245,13,0
0:24:54,37.8,13.7,150,0,105,245,13,0
0:24:55,37.4,13.7,150,0,104,245,13,0
0:24:56,37.4,13.7,150,0,104,245,13,0
0:24:57,36.7,13.8,150,0,102,245,14,0
0:24:58,36.7,13.8,150,0,102,245,14,0
0:24:59,36.4,13.8,150,0,101,246,14,0
0:25:00,36,13.8,150,0,100,246,14,0
0:25:01,35.6,13.8,150,0,99,246,14,0
0:25:02,35.3,13.8,150,0,98,246,14,0
0:25:03,35.3,13.8,150,0,98,246,14,0
0:25:04,34.9,13.8,150,0,97,247,14,0
0:25:05,34.9,13.8,150,0,97,247,14,0
0:25:06,34.9,13.8,150,0,97,247,14,0
0:25:07,34.9,13.9,150,0,97,247,14,0
0:25:08,34.9,13.9,150,0,97,247,14,0
0:25:09,34.9,13.9,150,0,97,247,14,0
0:25:10,34.9,13.9,150,0,97,248,14,0
0:25:11,34.9,13.9,150,0,97,248,14,0
0:25:12,34.9,13.9,150,0,97,248,14,0
0:25:13,34.9,13.9,150,0,97,248,14,0
0:25:14,34.9,13.9,150,0,97,248,14,0
0:25:15,34.9,13.9,150,0,97,248,14,0
0:25:16,34.9,13.9,150,0,97,249,14,0
0:25:17,34.9,14,150,0,97,249,14,0
0:25:18,34.9,14,150,0,97,249,14,0
0:25:19,34.9,14,150,0,97,249,14,0
0:25:20,34.9,14,150,0,97,249,14,0
0:25:21,34.6,14,150,0,96,249,14,0
0:25:22,34.6,14,150,0,96,250,14,0
0:25:23,34.6,14,150,0,96,250,14,0
0:25:24,34.9,14,150,0,97,250,14,0
0:25:25,34.9,14,150,0,97,250,14,0
0:25:26,34.9,14,150,0,97,250,14,0
0:25:27,34.9,14.1,150,0,97,251,14,0
0:25:28,34.9,14.1,150,0,97,251,14,0
0:25:29,34.9,14.1,150,0,97,251,14,0
0:25:30,34.9,14.1,150,0,97,251,14,0
0:25:31,34.9,14.1,150,0,97,251,14,0
0:25:32,34.6,14.1,150,0,96,251,14,0
0:25:33,34.6,14.1,150,0,96,252,14,0
0:25:34,34.6,14.1,150,0,96,252,14,0
0:25:35,34.6,14.1,150,0,96,252,14,0
0:25:36,34.6,14.1,150,0,96,252,14,0
0:25:37,34.6,14.1,150,0,96,252,14,0
0:25:38,34.6,14.2,150,0,96,252,14,0
0:25:39,34.6,14.2,150,0,96,253,14,0
0:25:40,34.6,14.2,150,0,96,253,14,0
0:25:41,34.6,14.2,150,0,96,253,14,0
0:25:42,34.6,14.2,150,0,96,253,14,0
0:25:43,34.6,14.2,150,0,96,253,14,0
0:25:44,34.6,14.2,150,0,96,253,14,0
0:25:45,34.6,14.2,150,0,96,254,14,0
0:25:46,34.6,14.2,150,0,96,254,14,0
0:25:47,34.6,14.2,150,0,96,254,14,0
0:25:48,34.6,14.3,150,0,96,254,14,0
0:25:49,34.6,14.3,150,0,96,254,14,0
0:25:50,34.6,14.3,150,0,96,255,14,0
0:25:51,34.6,14.3,150,0,96,255,14,0
0:25:52,34.6,14.3,150,0,96,255,14,0
0:25:53,34.9,14.3,150,0,97,255,14,0
0:25:54,34.9,14.3,150,0,97,255,14,0
0:25:55,34.6,14.3,150,0,96,255,14,0
0:25:56,34.6,14.3,150,0,96,255,14,0
0:25:57,34.2,14.3,150,0,95,256,15,0
0:25:58,34.2,14.3,150,0,95,256,15,0
0:25:59,34.2,14.3,150,0,95,256,15,0
0:26:00,34.2,14.4,150,0,95,256,15,0
0:26:01,34.2,14.4,150,0,95,256,15,0
0:26:02,34.2,14.4,150,0,95,256,15,0
0:26:03,34.2,14.4,150,0,95,257,15,0
0:26:04,34.2,14.4,150,0,95,257,15,0
0:26:05,34.2,14.4,150,0,95,257,15,0
0:26:06,34.2,14.4,150,0,95,257,15,0
0:26:07,34.6,14.4,150,0,96,257,14,0
0:26:08,34.6,14.4,150,0,96,258,14,0
0:26:09,34.6,14.4,150,0,96,258,14,0
0:26:10,34.6,14.5,150,0,96,258,14,0
0:26:11,34.6,14.5,150,0,96,258,14,0
0:26:12,34.6,14.5,150,0,96,258,14,0
0:26:13,34.6,14.5,150,0,96,258,14,0
0:26:14,34.6,14.5,150,0,96,259,14,0
0:26:15,34.6,14.5,150,0,96,259,14,0
0:26:16,34.6,14.5,150,0,96,259,14,0
0:26:17,34.6,14.5,150,0,96,259,14,0
0:26:18,34.6,14.5,150,0,96,259,14,0
0:26:19,34.6,14.5,150,0,96,259,14,0
0:26:20,34.6,14.6,150,0,96,260,14,0
0:26:21,34.6,14.6,150,0,96,260,14,0
0:26:22,34.6,14.6,150,0,96,260,14,0
0:26:23,34.6,14.6,150,0,96,260,14,0
0:26:24,34.6,14.6,150,0,96,260,14,0
0:26:25,34.6,14.6,150,0,96,260,14,0
0:26:26,34.6,14.6,150,0,96,261,14,0
0:26:27,34.6,14.6,150,0,96,261,14,0
0:26:28,34.6,14.6,150,0,96,261,14,0
0:26:29,34.6,14.6,150,0,96,261,14,0
0:26:30,34.2,14.6,150,0,95,261,15,0
0:26:31,34.2,14.7,150,0,95,262,15,0
0:26:32,34.6,14.7,150,0,96,262,14,0
0:26:33,34.6,14.7,150,0,96,262,14,0
0:26:34,34.6,14.7,150,0,96,262,14,0
0:26:35,34.6,14.7,150,0,96,262,14,0
0:26:36,34.6,14.7,150,0,96,262,14,0
0:26:37,34.2,14.7,150,0,95,263,15,0
0:26:38,34.2,14.7,150,0,95,263,15,0
0:26:39,34.2,14.7,150,0,95,263,15,0
0:26:40,34.2,14.7,150,0,95,263,15,0
0:26:41,34.2,14.8,150,0,95,263,15,0
0:26:42,34.6,14.8,150,0,96,263,14,0
0:26:43,34.6,14.8,150,0,96,264,14,0
0:26:44,34.6,14.8,150,0,96,264,14,0
0:26:45,34.6,14.8,150,0,96,264,14,0
0:26:46,34.6,14.8,150,0,96,264,14,0
0:26:47,34.6,14.8,150,0,96,264,14,0
0:26:48,34.2,14.8,150,0,95,264,15,0
0:26:49,34.2,14.8,150,0,95,264,15,0
0:26:50,34.2,14.8,150,0,95,265,15,0
0:26:51,34.2,14.8,150,0,95,265,15,0
0:26:52,34.2,14.8,150,0,95,265,15,0
0:26:53,34.2,14.9,150,0,95,265,15,0
0:26:54,34.2,14.9,150,0,95,265,15,0
0:26:55,34.2,14.9,150,0,95,266,15,0
0:26:56,34.2,14.9,150,0,95,266,15,0
0:26:57,34.2,14.9,150,0,95,266,15,0
0:26:58,34.2,14.9,150,0,95,266,15,0
0:26:59,34.2,14.9,150,0,95,266,15,0
0:27:00,34.2,14.9,150,0,95,266,15,0
0:27:01,34.2,14.9,150,0,95,267,15,0
0:27:02,34.2,14.9,150,0,95,267,15,0
0:27:03,34.2,15,150,0,95,267,15,0
0:27:04,34.2,15,150,0,95,267,15,0
0:27:05,34.2,15,150,0,95,267,15,0
0:27:06,34.2,15,150,0,95,267,15,0
0:27:07,34.2,15,150,0,95,268,15,0
0:27:08,34.2,15,150,0,95,268,15,0
0:27:09,34.2,15,150,0,95,268,15,0
0:27:10,34.2,15,150,0,95,268,15,0
0:27:11,34.2,15,150,0,95,268,15,0
0:27:12,34.2,15,150,0,95,268,15,0
0:27:13,34.2,15,150,0,95,269,15,0
0:27:14,34.2,15.1,150,0,95,269,15,0
0:27:15,34.2,15.1,150,0,95,269,15,0
0:27:16,33.8,15.1,150,0,94,269,15,0
0:27:17,34.6,15.1,150,0,96,269,14,0
0:27:18,34.6,15.1,150,0,96,270,14,0
0:27:19,34.6,15.1,150,0,96,270,14,0
0:27:20,34.6,15.1,150,0,96,270,14,0
0:27:21,34.6,15.1,150,0,96,270,14,0
0:27:22,34.6,15.1,150,0,96,270,14,0
0:27:23,34.9,15.1,150,0,97,270,14,0
0:27:24,34.9,15.2,150,0,97,271,14,0
0:27:25,34.9,15.2,150,0,97,271,14,0
0:27:26,34.9,15.2,150,0,97,271,14,0
0:27:27,34.6,15.2,150,0,96,271,14,0
0:27:28,34.6,15.2,150,0,96,271,14,0
0:27:29,34.6,15.2,150,0,96,271,14,0
0:27:30,34.6,15.2,150,0,96,272,14,0
0:27:31,34.6,15.2,150,0,96,272,14,0
0:27:32,34.6,15.2,150,0,96,272,14,0
0:27:33,34.6,15.2,150,0,96,272,14,0
0:27:34,34.2,15.2,150,0,95,272,15,0
0:27:35,34.6,15.3,150,0,96,272,14,0
0:27:36,34.6,15.3,150,0,96,272,14,0
0:27:37,34.6,15.3,150,0,96,273,14,0
0:27:38,34.6,15.3,150,0,96,273,14,0
0:27:39,34.6,15.3,150,0,96,273,14,0
0:27:40,34.6,15.3,150,0,96,273,14,0
0:27:41,34.6,15.3,150,0,96,273,14,0
0:27:42,34.6,15.3,150,0,96,274,14,0
0:27:43,34.6,15.3,150,0,96,274,14,0
0:27:44,34.6,15.3,150,0,96,274,14,0
0:27:45,34.6,15.3,150,0,96,274,14,0
0:27:46,34.6,15.4,150,0,96,274,14,0
0:27:47,34.6,15.4,150,0,96,274,14,0
0:27:48,34.6,15.4,150,0,96,275,14,0
0:27:49,34.6,15.4,150,0,96,275,14,0
0:27:50,34.6,15.4,150,0,96,275,14,0
0:27:51,34.6,15.4,150,0,96,275,14,0
0:27:52,34.6,15.4,150,0,96,275,14,0
0:27:53,34.6,15.4,150,0,96,275,14,0
0:27:54,34.6,15.4,150,0,96,276,14,0
0:27:55,34.6,15.4,150,0,96,276,14,0
0:27:56,34.6,15.4,150,0,96,276,14,0
0:27:57,34.6,15.5,150,0,96,276,14,0
0:27:58,34.6,15.5,150,0,96,276,14,0
0:27:59,34.6,15.5,150,0,96,276,14,0
0:28:00,34.6,15.5,150,0,96,277,14,0
0:28:01,34.6,15.5,150,0,96,277,14,0
0:28:02,34.6,15.5,150,0,96,277,14,0
0:28:03,34.6,15.5,150,0,96,277,14,0
0:28:04,34.6,15.5,150,0,96,277,14,0
0:28:05,34.6,15.5,150,0,96,278,14,0
0:28:06,34.6,15.5,150,0,96,278,14,0
0:28:07,34.6,15.6,150,0,96,278,14,0
0:28:08,34.6,15.6,150,0,96,278,14,0
0:28:09,34.6,15.6,150,0,96,278,14,0
0:28:10,34.6,15.6,150,0,96,278,14,0
0:28:11,34.6,15.6,150,0,96,279,14,0
0:28:12,34.6,15.6,150,0,96,279,14,0
0:28:13,34.6,15.6,150,0,96,279,14,0
0:28:14,34.6,15.6,150,0,96,279,14,0
0:28:15,34.6,15.6,150,0,96,279,14,0
0:28:16,34.6,15.6,150,0,96,279,14,0
0:28:17,34.9,15.7,150,0,97,280,14,0
0:28:18,34.9,15.7,150,0,97,280,14,0
0:28:19,34.6,15.7,150,0,96,280,14,0
0:28:20,34.6,15.7,150,0,96,280,14,0
0:28:21,34.6,15.7,150,0,96,280,14,0
0:28:22,34.2,15.7,150,0,95,280,15,0
0:28:23,34.2,15.7,150,0,95,281,15,0
0:28:24,34.2,15.7,150,0,95,281,15,0
0:28:25,34.2,15.7,150,0,95,281,15,0
0:28:26,34.2,15.7,150,0,95,281,15,0
0:28:27,34.6,15.7,150,0,96,281,14,0
0:28:28,34.6,15.8,150,0,96,282,14,0
0:28:29,34.6,15.8,150,0,96,282,14,0
0:28:30,34.2,15.8,150,0,95,282,15,0
0:28:31,34.2,15.8,150,0,95,282,15,0
0:28:32,34.2,15.8,150,0,95,282,15,0
0:28:33,34.2,15.8,150,0,95,282,15,0
0:28:34,34.2,15.8,150,0,95,283,15,0
0:28:35,34.2,15.8,150,0,95,283,15,0
0:28:36,34.2,15.8,150,0,95,283,15,0
0:28:37,34.6,15.8,150,0,96,283,14,0
0:28:38,34.6,15.9,150,0,96,283,14,0
0:28:39,34.6,15.9,150,0,96,283,14,0
0:28:40,34.6,15.9,150,0,96,284,14,0
0:28:41,34.6,15.9,150,0,96,284,14,0
0:28:42,34.6,15.9,150,0,96,284,14,0
0:28:43,34.6,15.9,150,0,96,284,14,0
0:28:44,34.6,15.9,150,0,96,284,14,0
0:28:45,34.6,15.9,150,0,96,285,14,0
0:28:46,34.6,15.9,150,0,96,285,14,0
0:28:47,34.6,15.9,150,0,96,285,14,0
0:28:48,34.6,15.9,150,0,96,285,14,0
0:28:49,34.6,16,150,0,96,285,14,0
0:28:50,34.6,16,150,0,96,285,14,0
0:28:51,34.6,16,150,0,96,286,14,0
0:28:52,34.6,16,150,0,96,286,14,0
0:28:53,34.6,16,150,0,96,286,14,0
0:28:54,34.6,16,150,0,96,286,14,0
0:28:55,34.2,16,150,0,95,286,15,0
0:28:56,34.2,16,150,0,95,286,15,0
0:28:57,34.2,16,150,0,95,287,15,0
0:28:58,34.6,16,150,0,96,287,14,0
0:28:59,34.6,16.1,150,0,96,287,14,0
0:29:00,34.6,16.1,150,0,96,287,14,0
0:29:01,34.6,16.1,150,0,96,287,14,0
0:29:02,34.9,16.1,150,0,97,287,14,0
0:29:03,34.6,16.1,150,0,96,288,14,0
0:29:04,34.6,16.1,150,0,96,288,14,0
0:29:05,34.6,16.1,150,0,96,288,14,0
0:29:06,34.6,16.1,150,0,96,288,14,0
0:29:07,34.6,16.1,150,0,96,288,14,0
0:29:08,34.6,16.1,150,0,96,289,14,0
0:29:09,34.6,16.1,150,0,96,289,14,0
0:29:10,34.6,16.2,150,0,96,289,14,0
0:29:11,34.6,16.2,150,0,96,289,14,0
0:29:12,34.6,16.2,150,0,96,289,14,0
0:29:13,34.6,16.2,150,0,96,289,14,0
0:29:14,34.6,16.2,150,0,96,290,14,0
0:29:15,34.6,16.2,150,0,96,290,14,0
0:29:16,34.6,16.2,150,0,96,290,14,0
0:29:17,34.6,16.2,150,0,96,290,14,0
0:29:18,34.6,16.2,150,0,96,290,14,0
0:29:19,34.6,16.2,150,0,96,290,14,0
0:29:20,34.6,16.3,150,0,96,291,14,0
0:29:21,34.9,16.3,150,0,97,291,14,0
0:29:22,34.6,16.3,150,0,96,291,14,0
0:29:23,34.6,16.3,150,0,96,291,14,0
0:29:24,34.2,16.3,150,0,95,291,15,0
0:29:25,34.2,16.3,150,0,95,291,15,0
0:29:26,34.2,16.3,150,0,95,292,15,0
0:29:27,34.2,16.3,150,0,95,292,15,0
0:29:28,34.2,16.3,150,0,95,292,15,0
0:29:29,34.2,16.3,150,0,95,292,15,0
0:29:30,34.2,16.4,150,0,95,292,15,0
0:29:31,34.2,16.4,150,0,95,293,15,0
0:29:32,34.6,16.4,150,0,96,293,14,0
0:29:33,34.6,16.4,150,0,96,293,14,0
0:29:34,34.6,16.4,150,0,96,293,14,0
0:29:35,34.2,16.4,150,0,95,293,15,0
0:29:36,34.2,16.4,150,0,95,293,15,0
0:29:37,34.2,16.4,150,0,95,294,15,0
0:29:38,34.2,16.4,150,0,95,294,15,0
0:29:39,34.2,16.4,150,0,95,294,15,0
0:29:40,34.2,16.4,150,0,95,294,15,0
0:29:41,34.2,16.5,150,0,95,294,15,0
0:29:42,34.2,16.5,150,0,95,294,15,0
0:29:43,34.2,16.5,150,0,95,295,15,0
0:29:44,34.2,16.5,150,0,95,295,15,0
0:29:45,34.2,16.5,150,0,95,295,15,0
0:29:46,34.2,16.5,150,0,95,295,15,0
0:29:47,34.2,16.5,150,0,95,295,15,0
0:29:48,34.2,16.5,150,0,95,295,15,0
0:29:49,34.2,16.5,150,0,95,296,15,0
0:29:50,34.2,16.5,150,0,95,296,15,0
0:29:51,34.2,16.5,150,0,95,296,15,0
0:29:52,34.2,16.6,150,0,95,296,15,0
0:29:53,34.2,16.6,150,0,95,296,15,0
0:29:54,34.2,16.6,150,0,95,297,15,0
0:29:55,34.6,16.6,150,0,96,297,14,0
0:29:56,34.6,16.6,150,0,96,297,14,0
0:29:57,34.6,16.6,150,0,96,297,14,0
0:29:58,34.6,16.6,150,0,96,297,14,0
0:29:59,34.6,16.6,150,0,96,297,14,0
0:30:00,35.3,16.6,150,0,98,298,14,0
0:30:01,35.6,16.6,150,0,99,298,14,0
0:30:02,35.6,16.7,150,0,99,298,14,0
0:30:03,35.3,16.7,150,0,98,298,14,0
0:30:04,35.3,16.7,150,0,98,298,14,0
0:30:05,35.3,16.7,150,0,98,298,14,0
0:30:06,34.9,16.7,150,0,97,299,14,0
0:30:07,34.6,16.7,150,0,96,299,14,0
0:30:08,34.6,16.7,150,0,96,299,14,0
0:30:09,34.9,16.7,150,0,97,299,14,0
0:30:10,34.9,16.7,150,0,97,299,14,0
0:30:11,35.3,16.7,150,0,98,299,14,0
0:30:12,35.3,16.8,150,0,98,300,14,0
0:30:13,35.3,16.8,150,0,98,300,14,0
0:30:14,35.3,16.8,150,150,98,300,14,0
0:30:15,35.3,16.8,150,150,98,300,14,0
0:30:16,34.9,16.8,150,150,97,300,14,0
0:30:17,34.9,16.8,150,150,97,301,14,0
0:30:18,34.9,16.8,150,148,97,301,14,0
0:30:19,34.9,16.8,150,148,97,301,14,0
0:30:20,34.9,16.8,150,148,97,301,14,0
0:30:21,34.9,16.8,150,148,97,301,14,0
0:30:22,34.9,16.9,150,146,97,301,14,0
0:30:23,34.6,16.9,150,146,96,302,14,0
0:30:24,34.2,16.9,150,146,95,302,15,0
0:30:25,34.2,16.9,150,146,95,302,15,0
0:30:26,34.2,16.9,150,146,95,302,15,0
0:30:27,34.9,16.9,150,144,97,302,14,0
0:30:28,34.9,16.9,150,144,97,302,14,0
0:30:29,34.9,16.9,150,144,97,303,14,0
0:30:30,34.9,16.9,150,134,97,303,14,0
0:30:31,34.9,16.9,150,134,97,303,14,0
0:30:32,34.9,16.9,150,129,97,303,14,0
0:30:33,34.9,17,150,127,97,303,14,0
0:30:34,34.9,17,150,127,97,303,14,0
0:30:35,34.9,17,150,126,97,304,14,0
0:30:36,34.9,17,150,125,97,304,14,0
0:30:37,34.9,17,150,125,97,304,14,0
0:30:38,34.6,17,150,125,96,304,14,0
0:30:39,34.6,17,150,125,96,304,14,0
0:30:40,34.6,17,150,125,96,305,14,0
0:30:41,34.2,17,150,125,95,305,15,0
0:30:42,34.2,17,150,125,95,305,15,0
0:30:43,34.2,17.1,150,125,95,305,15,0
0:30:44,34.2,17.1,150,125,95,305,15,0
0:30:45,34.2,17.1,150,123,95,305,15,0
0:30:46,34.2,17.1,150,123,95,306,15,0
0:30:47,34.2,17.1,150,123,95,306,15,0
0:30:48,34.2,17.1,150,123,95,306,15,0
0:30:49,34.2,17.1,150,123,95,306,15,0
0:30:50,34.2,17.1,150,124,95,306,15,0
0:30:51,34.2,17.1,150,124,95,306,15,0
0:30:52,34.2,17.1,150,124,95,307,15,0
0:30:53,34.2,17.1,150,124,95,307,15,0
0:30:54,34.2,17.2,150,124,95,307,15,0
0:30:55,34.2,17.2,150,124,95,307,15,0
0:30:56,34.2,17.2,150,124,95,307,15,0
0:30:57,34.2,17.2,150,124,95,308,15,0
0:30:58,34.2,17.2,150,124,95,308,15,0
0:30:59,34.2,17.2,150,124,95,308,15,0
0:31:00,34.2,17.2,150,124,95,308,15,0
0:31:01,34.2,17.2,150,124,95,308,15,0
0:31:02,34.6,17.2,150,124,96,308,14,0
0:31:03,34.6,17.2,150,124,96,309,14,0
0:31:04,34.2,17.3,150,124,95,309,15,0
0:31:05,34.2,17.3,150,124,95,309,15,0
0:31:06,34.2,17.3,150,124,95,309,15,0
0:31:07,34.2,17.3,150,124,95,309,15,0
0:31:08,34.2,17.3,150,124,95,309,15,0
0:31:09,34.2,17.3,150,124,95,310,15,0
0:31:10,34.2,17.3,150,124,95,310,15,0
0:31:11,34.2,17.3,150,124,95,310,15,0
0:31:12,34.2,17.3,150,124,95,310,15,0
0:31:13,34.2,17.3,150,124,95,310,15,0
0:31:14,34.2,17.3,150,124,95,310,15,0
0:31:15,34.2,17.3,150,124,95,310,15,0
0:31:16,34.2,17.4,150,124,95,311,15,0
0:31:17,34.6,17.4,150,124,96,311,14,0
0:31:18,34.2,17.4,150,124,95,311,15,0
0:31:19,34.6,17.4,150,124,96,311,14,0
0:31:20,34.6,17.4,150,124,96,311,14,0
0:31:21,34.6,17.4,150,124,96,312,14,0
0:31:22,34.6,17.4,150,124,96,312,14,0
0:31:23,34.6,17.4,150,124,96,312,14,0
0:31:24,34.6,17.4,150,124,96,312,14,0
0:31:25,34.6,17.4,150,124,96,312,14,0
0:31:26,34.6,17.5,150,124,96,312,14,0
0:31:27,34.6,17.5,150,124,96,313,14,0
0:31:28,34.6,17.5,150,124,96,313,14,0
0:31:29,34.6,17.5,150,124,96,313,14,0
0:31:30,34.6,17.5,150,124,96,313,14,0
0:31:31,34.6,17.5,150,122,96,313,14,0
0:31:32,34.6,17.5,150,122,96,313,14,0
0:31:33,34.6,17.5,150,123,96,314,14,0
0:31:34,34.6,17.5,150,123,96,314,14,0
0:31:35,34.6,17.5,150,124,96,314,14,0
0:31:36,34.6,17.5,150,124,96,314,14,0
0:31:37,34.6,17.6,150,124,96,314,14,0
0:31:38,34.6,17.6,150,124,96,314,14,0
0:31:39,34.6,17.6,150,124,96,315,14,0
0:31:40,34.6,17.6,150,124,96,315,14,0
0:31:41,34.6,17.6,150,124,96,315,14,0
0:31:42,34.6,17.6,150,124,96,315,14,0
0:31:43,34.2,17.6,150,124,95,315,15,0
0:31:44,34.2,17.6,150,124,95,316,15,0
0:31:45,34.6,17.6,150,124,96,316,14,0
0:31:46,34.6,17.6,150,124,96,316,14,0
0:31:47,34.6,17.7,150,124,96,316,14,0
0:31:48,34.6,17.7,150,124,96,316,14,0
0:31:49,34.6,17.7,150,124,96,316,14,0
0:31:50,34.6,17.7,150,122,96,317,14,0
0:31:51,34.2,17.7,150,122,95,317,15,0
0:31:52,34.2,17.7,150,123,95,317,15,0
0:31:53,34.2,17.7,150,122,95,317,15,0
0:31:54,34.2,17.7,150,122,95,317,15,0
0:31:55,34.2,17.7,150,123,95,317,15,0
0:31:56,34.2,17.7,150,123,95,318,15,0
0:31:57,34.6,17.7,150,123,96,318,14,0
0:31:58,34.6,17.8,150,123,96,318,14,0
0:31:59,34.2,17.8,150,123,95,318,15,0
0:32:00,34.2,17.8,150,123,95,318,15,0
0:32:01,34.2,17.8,150,121,95,318,15,0
0:32:02,34.2,17.8,150,121,95,318,15,0
0:32:03,34.6,17.8,150,121,96,319,14,0
0:32:04,34.6,17.8,150,123,96,319,14,0
0:32:05,34.6,17.8,150,124,96,319,14,0
0:32:06,34.6,17.8,150,124,96,319,14,0
0:32:07,34.6,17.8,150,124,96,319,14,0
0:32:08,34.6,17.8,150,124,96,320,14,0
0:32:09,34.6,17.9,150,124,96,320,14,0
0:32:10,34.6,17.9,150,124,96,320,14,0
0:32:11,34.6,17.9,150,124,96,320,14,0
0:32:12,34.6,17.9,150,122,96,320,14,0
0:32:13,34.6,17.9,150,122,96,320,14,0
0:32:14,34.6,17.9,150,123,96,321,14,0
0:32:15,34.6,17.9,150,123,96,321,14,0
0:32:16,34.6,17.9,150,123,96,321,14,0
0:32:17,34.6,17.9,150,124,96,321,14,0
0:32:18,34.6,17.9,150,124,96,321,14,0
0:32:19,34.6,18,150,124,96,321,14,0
0:32:20,35.3,18,150,124,98,322,14,0
0:32:21,35.3,18,150,124,98,322,14,0
0:32:22,35.3,18,150,124,98,322,14,0
0:32:23,35.3,18,150,124,98,322,14,0
0:32:24,34.9,18,150,124,97,322,14,0
0:32:25,34.6,18,150,124,96,322,14,0
0:32:26,34.6,18,150,124,96,323,14,0
0:32:27,34.6,18,150,124,96,323,14,0
0:32:28,34.6,18,150,118,96,323,14,0
0:32:29,34.6,18,150,118,96,323,14,0
0:32:30,34.6,18.1,150,118,96,323,14,0
0:32:31,34.2,18.1,150,118,95,324,15,0
0:32:32,34.2,18.1,150,116,95,324,15,0
0:32:33,34.2,18.1,150,116,95,324,15,0
0:32:34,34.2,18.1,150,116,95,324,15,0
0:32:35,34.2,18.1,150,116,95,324,15,0
0:32:36,34.2,18.1,150,116,95,324,15,0
0:32:37,34.2,18.1,150,114,95,325,15,0
0:32:38,34.2,18.1,150,114,95,325,15,0
0:32:39,34.2,18.1,150,114,95,325,15,0
0:32:40,34.6,18.2,150,114,96,325,14,0
0:32:41,34.6,18.2,150,114,96,325,14,0
0:32:42,34.6,18.2,150,114,96,325,14,0
0:32:43,34.6,18.2,150,112,96,326,14,0
0:32:44,34.6,18.2,150,119,96,326,14,0
0:32:45,34.6,18.2,150,119,96,326,14,0
0:32:46,34.2,18.2,150,123,95,326,15,0
0:32:47,34.2,18.2,150,123,95,326,15,0
0:32:48,34.6,18.2,150,123,96,326,14,0
0:32:49,34.6,18.2,150,123,96,327,14,0
0:32:50,34.2,18.2,150,123,95,327,15,0
0:32:51,34.2,18.3,150,123,95,327,15,0
0:32:52,34.2,18.3,150,125,95,327,15,0
0:32:53,34.2,18.3,150,125,95,327,15,0
0:32:54,34.2,18.3,150,125,95,328,15,0
0:32:55,34.2,18.3,150,126,95,328,15,0
0:32:56,34.6,18.3,150,126,96,328,14,0
0:32:57,34.6,18.3,150,126,96,328,14,0
0:32:58,34.6,18.3,150,126,96,328,14,0
0:32:59,34.6,18.3,150,126,96,328,14,0
0:33:00,34.6,18.3,150,126,96,329,14,0
0:33:01,34.6,18.4,150,126,96,329,14,0
0:33:02,34.6,18.4,150,126,96,329,14,0
0:33:03,34.6,18.4,150,126,96,329,14,0
0:33:04,34.6,18.4,150,126,96,329,14,0
0:33:05,34.2,18.4,150,126,95,329,15,0
0:33:06,34.2,18.4,150,126,95,330,15,0
0:33:07,34.2,18.4,150,126,95,330,15,0
0:33:08,34.2,18.4,150,126,95,330,15,0
0:33:09,34.2,18.4,150,125,95,330,15,0
